index	sentence1	sentence2	label
2785	A lot of poor people are not going to get served,'' she said. How often are the poor turned away for services?	never, they never serve the poor	no
2786	A lot of poor people are not going to get served,'' she said. How often are the poor turned away for services?	every day	yes
2787	A lot of poor people are not going to get served,'' she said. How often are the poor turned away for services?	every minute	no
2788	A lot of poor people are not going to get served,'' she said. How often are the poor turned away for services?	often	yes
2789	A lot of poor people are not going to get served,'' she said. How often are the poor turned away for services?	never, they sometimes serve the poor	no
2790	A lot of poor people are not going to get served,'' she said. How often are the poor turned away for services?	3 times an hour	no
2791	A lot of poor people are not going to get served,'' she said. How often are the poor turned away for services?	every century	no
2792	A lot of poor people are not going to get served,'' she said. How often are the poor turned away for services?	many times each minute	no
2793	A lot of poor people are not going to get served,'' she said. How often are the poor turned away for services?	27 times an hour	no
2794	A lot of poor people are not going to get served,'' she said. When did the poor begin to lose services?	sometime yesterday	yes
2795	A lot of poor people are not going to get served,'' she said. When did the poor begin to lose services?	the poor began to lose services after she lost the funding	yes
2796	A lot of poor people are not going to get served,'' she said. When did the poor begin to lose services?	a few centuries ago	no
2797	A lot of poor people are not going to get served,'' she said. When did the poor begin to lose services?	after the new bill passed	yes
2798	A lot of poor people are not going to get served,'' she said. When did the poor begin to lose services?	a few days ago	yes
2799	A lot of poor people are not going to get served,'' she said. When did the poor begin to lose services?	a few months ago	yes
2800	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. Do the Iban control the Sarawak's Coast now?	no	yes
2801	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. Do the Iban control the Sarawak's Coast now?	yes they are still controlled by the iban	yes
2802	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. Do the Iban control the Sarawak's Coast now?	yes	yes
2803	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. What time of day did the Iban gain control?	5:00 PM	yes
2804	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. What time of day did the Iban gain control?	11:00 AM	yes
2805	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. What time of day did the Iban gain control?	day	no
2806	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How often had the Iban had control of the Sarawak's coast?	900 times	no
2807	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How often had the Iban had control of the Sarawak's coast?	600 years	no
2808	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How often had the Iban had control of the Sarawak's coast?	300 times	no
2809	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How often had the Iban had control of the Sarawak's coast?	once	yes
2810	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How often had the Iban had control of the Sarawak's coast?	for a few seconds	no
2811	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How often had the Iban had control of the Sarawak's coast?	200 years	no
2812	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How often had the Iban had control of the Sarawak's coast?	1800 years	no
2813	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How often had the Iban had control of the Sarawak's coast?	100 times	no
2814	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How often had the Iban had control of the Sarawak's coast?	200 seconds	no
2815	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How long did it take for the Iban to take control of Sarawak's coast?	2 seconds	no
2816	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How long did it take for the Iban to take control of Sarawak's coast?	a few seconds	no
2817	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How long did it take for the Iban to take control of Sarawak's coast?	a second	no
2818	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How long did it take for the Iban to take control of Sarawak's coast?	18 years	no
2819	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How long did it take for the Iban to take control of Sarawak's coast?	a minute	no
2820	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How long did it take for the Iban to take control of Sarawak's coast?	1 minute	no
2821	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. How long did it take for the Iban to take control of Sarawak's coast?	1 century	no
2822	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. What happened after the Iban gained control?	catfish farmers and haulers cheat on their taxes	no
2823	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. What happened after the Iban gained control?	chaos ensued	yes
2824	Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers. What happened after the Iban gained control?	they took over the lands	yes
2825	The dermis also contains hair follicles and two types of glands. How long does the dermis take to heal after a minor injury to it?	180 weeks	no
2826	The dermis also contains hair follicles and two types of glands. How long does the dermis take to heal after a minor injury to it?	3 minutes	no
2827	The dermis also contains hair follicles and two types of glands. How long does the dermis take to heal after a minor injury to it?	2 seconds	no
2828	The dermis also contains hair follicles and two types of glands. How long does the dermis take to heal after a minor injury to it?	3 days	yes
2829	The dermis also contains hair follicles and two types of glands. How long does the dermis take to heal after a minor injury to it?	3 centuries	no
2830	The dermis also contains hair follicles and two types of glands. How long does the dermis take to heal after a minor injury to it?	20 years	no
2831	The dermis also contains hair follicles and two types of glands. Can the dermis function after the hair follicles are dead or damaged?	no	yes
2832	The dermis also contains hair follicles and two types of glands. Can the dermis function after the hair follicles are dead or damaged?	yes	yes
2833	The dermis also contains hair follicles and two types of glands. Can the dermis function after the hair follicles are dead or damaged?	he says yes	no
2834	The dermis also contains hair follicles and two types of glands. Does the functioning of dermis slow down with age?	yes	yes
2835	The dermis also contains hair follicles and two types of glands. How many times in a human's life the dermis regenerate itself?	three times	no
2836	The dermis also contains hair follicles and two types of glands. How many times in a human's life the dermis regenerate itself?	the dermis regenerates every 7 years in as human	no
2837	The dermis also contains hair follicles and two types of glands. How many times in a human's life the dermis regenerate itself?	once	no
2838	The dermis also contains hair follicles and two types of glands. How many times in a human's life the dermis regenerate itself?	clairol makes hair and skin products	no
2839	The dermis also contains hair follicles and two types of glands. How many times in a human's life the dermis regenerate itself?	the dermis regenerates every 2.33 years in as human	no
2840	The dermis also contains hair follicles and two types of glands. How many times in a human's life the dermis regenerate itself?	the dermis regenerates every 0.78 years in as human	no
2841	The dermis also contains hair follicles and two types of glands. How many times in a human's life the dermis regenerate itself?	zero. the dermis does not regenarate	no
2842	The dermis also contains hair follicles and two types of glands. How many times in a human's life the dermis regenerate itself?	the dermis regenerates every 7 seconds in as human	no
2843	The dermis also contains hair follicles and two types of glands. How many times in a human's life the dermis regenerate itself?	the dermis regenerates every 21 years in as human	no
2844	The dermis also contains hair follicles and two types of glands. How many times in a human's life the dermis regenerate itself?	the section of dna contains the hemoglobin gene	no
2845	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. How often does the coastal trade take place in Melaka?	it ended back where islam was founded	no
2846	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. How often does the coastal trade take place in Melaka?	once every two centuries	no
2847	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. How often does the coastal trade take place in Melaka?	once every two month	no
2848	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. How often does the coastal trade take place in Melaka?	it ended back when islam was started	no
2849	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. How often does the coastal trade take place in Melaka?	every century	no
2850	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. What happened after Islam became popular in the region?	they drank liquor	no
2851	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. What happened after Islam became popular in the region?	it died off	no
2852	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. What happened after Islam became popular in the region?	it expanded even further	yes
2853	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. What happened after Islam became popular in the region?	other religious faiths were ostracized	yes
2854	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. What happened after Islam became popular in the region?	it spread even further	yes
2855	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. What happened after Islam became popular in the region?	they drank alcohol	no
2856	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. What happened after Islam became popular in the region?	it died out	no
2857	In Melaka and throughout the peninsula, Islam thrived as a strong, male-dominated religion of individuality, offering dynamic leadership and preaching brotherhood and self-reliance — all qualities ideally suited to the coastal trade. What happened after Islam became popular in the region?	it died down	no
2858	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. How often does the bear rest?	once every month	no
2859	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. How often does the bear rest?	the bear rests once every four days	no
2860	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. How often does the bear rest?	the bears rest every day for long periods of time	yes
2861	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. How often does the bear rest?	once a month	no
2862	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. How often does the bear rest?	once a day	yes
2863	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. How often does the bear rest?	once every day	yes
2864	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. How often does the bear rest?	once a minute	no
2865	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. How often does the bear rest?	once a century	no
2866	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. How often does the bear rest?	once a night	yes
2867	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. How often does the bear rest?	the bear rests once every three days	no
2868	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. When did the girl see the bear?	the girl saw the bear on a tuesday afternoon	yes
2869	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. When did the girl see the bear?	the girl spotted the bear on a tuesday afternoon	yes
2870	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. When did the girl see the bear?	the girl saw the bear on a sunday afternoon	yes
2871	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. When did the girl see the bear?	tomorrow	no
2872	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. When did the girl see the bear?	over the last 5 minutes	no
2873	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. What did the bear do later?	he woke up	yes
2874	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. What did the bear do later?	the bear took dinner	yes
2875	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. What did the bear do later?	the bear ate dinner	yes
2876	To both the girl and the dog's surprise, there was a small brown bear resting in the bushes. What did the bear do later?	the bears ate dinner	yes
2877	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	5 minutes	no
2878	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	0.56 hours	no
2879	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	5 days	yes
2880	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	several hours	yes
2881	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	several years	no
2882	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	3 year	no
2883	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	9 year	no
2884	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	1.67 minutes	no
2885	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	5 hours	yes
2886	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	0.56 minutes	no
2887	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	5 years	no
2888	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How long did it take the Assakenians to get to the fortress?	1 second	no
2889	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. What did the Assakenians do next?	they talked of the aftermath	yes
2890	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. What did the Assakenians do next?	the assakenians gathered forces, and planned their next advance	yes
2891	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. What did the Assakenians do next?	they rested	yes
2892	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. Was the fortress built before the aftermath of Massaga and Ora?	they talked of the aftermath	no
2893	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. Was the fortress built before the aftermath of Massaga and Ora?	yes	yes
2894	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. Was the fortress built before the aftermath of Massaga and Ora?	the fortress had been built for some years before the aftermath	yes
2895	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. Was the fortress built before the aftermath of Massaga and Ora?	the fortress had been built for some seconds before the aftermath	no
2896	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. Was the fortress built before the aftermath of Massaga and Ora?	the fortress was a tent city previously, and was built after the aftermath	no
2897	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. Was the fortress built before the aftermath of Massaga and Ora?	the fortress had been built for some hours before the aftermath	no
2898	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. Was the fortress built before the aftermath of Massaga and Ora?	he fled to the countryside	no
2899	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How often did the Assakenians flee?	once	yes
2900	In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos. How often did the Assakenians flee?	just once	yes
2901	Another way is when an animal or plant is brought to an area where it does not belong. How often are plants brought to areas they don't belong?	almost every minute	no
2902	Another way is when an animal or plant is brought to an area where it does not belong. How often are plants brought to areas they don't belong?	every hour	no
2903	Another way is when an animal or plant is brought to an area where it does not belong. How often are plants brought to areas they don't belong?	every year	no
2904	Another way is when an animal or plant is brought to an area where it does not belong. How often are plants brought to areas they don't belong?	only once	no
2905	Another way is when an animal or plant is brought to an area where it does not belong. How often are plants brought to areas they don't belong?	almost every century	no
2906	Another way is when an animal or plant is brought to an area where it does not belong. How often are plants brought to areas they don't belong?	just once	no
2907	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	5 minute	no
2908	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	9 years	yes
2909	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	5 minutes	no
2910	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	2.5 minutes	no
2911	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	1 year	yes
2912	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	1 hours	no
2913	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	1 hour	no
2914	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	3 year	yes
2915	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	3 years	yes
2916	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	1.5 years	yes
2917	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	days	no
2918	Another way is when an animal or plant is brought to an area where it does not belong. How long does it take for a plant to overtake a non-native area?	5 days	no
2919	Another way is when an animal or plant is brought to an area where it does not belong. Are animals still being brought to places they aren't native to?	yes	yes
2920	Another way is when an animal or plant is brought to an area where it does not belong. Are animals still being brought to places they aren't native to?	no	no
2921	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	15 centuries	no
2922	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	5 weeks	no
2923	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	10 minutes	yes
2924	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	10 months	no
2925	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	15 months	no
2926	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	20 minutes	yes
2927	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	5 hours	no
2928	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	15 minutes	yes
2929	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	20 months	no
2930	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	45 hours	no
2931	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	20 centuries	no
2932	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How long does the robbery take?	2 weeks	no
2933	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What happened after they robbed the train?	giants fans went  into euphoria	no
2934	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What happened after they robbed the train?	they got arrested	yes
2935	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What happened after they robbed the train?	he and two colleagues caught nothing	no
2936	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What happened after they robbed the train?	he returned the items he robbed	no
2937	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What happened after they robbed the train?	they fled	yes
2938	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What happened after they robbed the train?	they went into hiding	yes
2939	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What happened after they robbed the train?	the board decides to explore other alternatives	no
2940	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What happened after they robbed the train?	he decides to be modern	no
2941	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What happened after they robbed the train?	he was caught	yes
2942	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What happened after they robbed the train?	he decides to be trendy	no
2943	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . Does Charlie still have the goods from the train?	the board decides	no
2944	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . Does Charlie still have the goods from the train?	he decides to act	no
2945	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . Does Charlie still have the goods from the train?	the board decides to explore other alternatives	no
2946	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . Does Charlie still have the goods from the train?	yes	yes
2947	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How many times has Charlie robbed a train?	180 times	no
2948	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How many times has Charlie robbed a train?	135 times	no
2949	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . How many times has Charlie robbed a train?	once	yes
2950	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What time did the robbery occur?	it occurred around noon	yes
2951	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What time did the robbery occur?	12:00 AM	yes
2952	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What time did the robbery occur?	7:00 PM	yes
2953	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What time did the robbery occur?	3:00 AM	yes
2954	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What time did the robbery occur?	7:00 AM	yes
2955	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What time did the robbery occur?	9:00 AM	yes
2956	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What time did the robbery occur?	1:00 PM	yes
2957	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What time did the robbery occur?	1:00 AM	yes
2958	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What time did the robbery occur?	it occurred around midnight	yes
2959	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What time did the robbery occur?	12:00 PM	yes
2960	Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza . What time did the robbery occur?	4:00 AM	yes
2961	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." How often does the judge scold someone in court?	once a century	no
2962	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." How often does the judge scold someone in court?	every day	yes
2963	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." How often does the judge scold someone in court?	once in his life	no
2964	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." When did court start?	8:00 PM	no
2965	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." When did court start?	7:00 AM	yes
2966	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." When did court start?	5:00 PM	no
2967	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." When did court start?	11:00 PM	no
2968	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." When did court start?	8:00 AM	yes
2969	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." When did court start?	9:00 AM	yes
2970	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." When did court start?	7:00 PM	no
2971	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." When did court start?	10:00 PM	no
2972	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." When did court start?	11:00 AM	yes
2973	But Judge Thornton declared in court, "When these orders are entered, you don't just do whatever you damn well please and ignore them." Was the judge still talking about this during the next case?	no	yes
2974	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every day	yes
2975	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every ten hours	no
2976	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every month	no
2977	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every ten seconds	no
2978	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every third day	no
2979	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every third month	no
2980	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every third night	no
2981	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every fourth day	no
2982	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every morning	no
2983	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every 3rd day	no
2984	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every ten years	no
2985	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	on a daily basis	yes
2986	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every third minute	no
2987	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How often do people conceal who they truly are?	every ten weeks	no
2988	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How long does one strive to become someone else?	for years	yes
2989	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How long does one strive to become someone else?	1 minutes	no
2990	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How long does one strive to become someone else?	5 centuries	no
2991	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How long does one strive to become someone else?	their entire lives	yes
2992	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How long does one strive to become someone else?	5 days	no
2993	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. How long does one strive to become someone else?	for decades	yes
2994	The suggestion that you are some one else is the thing to strive for, not the concealment of who you really are. Are people still striving to conceal who they are?	yes	yes
2995	A majority of 65 votes in the 128-member body was required to reject his reinstatement. How long did the campaign last?	the campaign lasted almost all second	no
2996	A majority of 65 votes in the 128-member body was required to reject his reinstatement. How long did the campaign last?	the campaign lasted for 5 centuries	no
2997	A majority of 65 votes in the 128-member body was required to reject his reinstatement. How long did the campaign last?	6 days	yes
2998	A majority of 65 votes in the 128-member body was required to reject his reinstatement. How long did the campaign last?	180 years	no
2999	A majority of 65 votes in the 128-member body was required to reject his reinstatement. How long did the campaign last?	60 years	no
3000	A majority of 65 votes in the 128-member body was required to reject his reinstatement. How long did the campaign last?	6 minutes	no
3001	A majority of 65 votes in the 128-member body was required to reject his reinstatement. How long did the campaign last?	the campaign lasted for 5 days	yes
3002	A majority of 65 votes in the 128-member body was required to reject his reinstatement. How long did the campaign last?	the campaign lasted almost all hour	no
3003	A majority of 65 votes in the 128-member body was required to reject his reinstatement. How long did the campaign last?	20 seconds	no
3004	A majority of 65 votes in the 128-member body was required to reject his reinstatement. How long did the campaign last?	the campaign lasted for 5 minutes	no
3005	A majority of 65 votes in the 128-member body was required to reject his reinstatement. What did he do after the rejection?	he began his career	no
3006	A majority of 65 votes in the 128-member body was required to reject his reinstatement. What did he do after the rejection?	he found a different career	yes
3007	A majority of 65 votes in the 128-member body was required to reject his reinstatement. What did he do after the rejection?	he was reinstated	no
