id,context,question,answer0,answer1,answer2,answer3,label
3VJ4PFXFJ35IY4DZ93MZWK8X7L5AUZ##3ZWFC4W1UV5O0N0K6SJOUUSSCUIFR3##A2JY56TZCEPK3J##Blog_826945##q1_a1##38F60IALAIVMR3ZZ1UBWUGYQ8P1T0Z,"It was n't that he looked powerful in the waistcoat and his hair pulled back with a black ribbon . His voice was whiskey smooth , rough with time and yet said all the right things . His hands were rough , his touch gentle and when he said she 'd go with him , not asking but telling , she could n't even remember what the word no was .",What may happen after he says she will go with him ?,Her family puts their foot down .,She stays home and tells him to go alone .,She is stunned and speechless .,None of the above choices .,2
3IVEC1GSLPXDQ0P51LPSEH6JMVM1JV##3DEL4X4EL7JEXA3RKHH48XLWHE2XY5##A2JY56TZCEPK3J##Blog_719058##q1_a1##3PZDSVZ3J7V5VECGNZCMXKIB0B94NN,"rejection ? feeling rejected i guess by a 23 yearold loser who goes around with underage girls , alex told me on sunday he was seen driving around with 3 17 year old girls in his car . nice .",What may happen after riding around with underage girls ?,I will have no friends .,I will get arrested .,I wo n't feel rejected .,I will be taken advantage of .,2
3GS542CVJVLN86DFGW0RSD5X1PG59O##36PW28KO40U4VSE796DWHMIIVY6AEC##A2LTOS0AZ3B28A##Blog_1363872##q2_a1##3RWO3EJELH79CBS3WYUCBDSVVG91PK,I recently had to order some text books through Amazon books . They had the best prices anywhere online . Text books can get really expensive so it 's nice if you can get a $ 20 or $ 30 discount .,What happened after they placed an order ?,They received the discount of $ 20.00,Amazon refunded their money because they did not have the textbooks .,None of the above choices .,Amazon did not apply the discount so the textbooks were full price .,0
3GS542CVJVLN86DFGW0RSD5X1PG59O##36PW28KO40U4VSE796DWHMIIVY6AEC##A2LTOS0AZ3B28A##Blog_1363872##q2_a1##307FVKVSYRD1Y4LMNUJX9P8D76D74W,I recently had to order some text books through Amazon books . They had the best prices anywhere online . Text books can get really expensive so it 's nice if you can get a $ 20 or $ 30 discount .,What happened after they placed an order ?,None of the above choices .,Amazon did not apply the discount so the textbooks were full price .,They never received the textbooks they paid for .,Amazon refunded their money because they did not have the textbooks .,0
3KVQ0UJWPZZDERPUT5MJYV1GRTAW5V##3DQQ64TANJ0KUL573M1ZLL2M7RIWPY##A3VVR8NR3ED04C##Blog_208809##q1_a1##3D0LPO3EADD3B6QCDL06SYMNLNFOYB,"Yep . I burned myself with not only dry ice ... but dry ice and acetone ... That 's -270 degrees F. Yeah . It hurt . Fortunately , I think it will be okay .",What will the narrator do next after the mishap ?,They will apply some aloe .,They will apply a band aid .,They will apply some dry ice .,None of the above choices .,0
39RRBHZ0AUZJCRA7QLC39Z1PU4LVZS##3K772S5NP99J5FMLFCNOY85MCADEHA##AE861G0AY5RGT##Blog_32646##q1_a1##3P4C70TRMTVVJU2F6NY8THBPLQ4LGL,"One had to go through again the harrowing experience of being pushed and crushed by that mindless mass of humanity . So apathy finally gave way to a firm resolve for action . And before the brain that had been reduced into an unthinking automaton by a mismanaged train system knew what was happening , one was suddenly standing in front of the MRT station supervisor and eyeing him through orange - tinged sunglasses .",What will the supervisor say after the narrator has had their piece ?,The   supervisor will guide the narrator through the mass of a crowd to their destination .,The supervisor will reprimand the narrator until the narrator resolves to be on time to work .,None of the above choices .,The supervisor will apologize and may offer the narrator a free ride .,3
3IZPORCT1F75SZTWBF1M8V8HDF3HRL##3BC8WZX3V4UL3D5TXNJIBJ6BF2URRF##A3PPLDHC3CG0YN##Blog_606464##q1_a1##3B623HUYJ643USRN7YJLDQ8MP4W8S9,"So I realized with out god and my persistent optimism I would be a shallow , self - centered , egotistical jackass . Instead of a reliable friend , a good brother / son , a chronic forgiver who ca n't hold a grudge to save his life , and a guy always trying to keep himself grounded . I slip as most do occasionally , but when things get bad I always recover eventually . Time is the only thing that changes it can be short or slightly longer , but I always end up recovering . Shit hit the fan on Tuesday .",What may have happened after the events of Tuesday ?,None of the above choices .,They may have slipped out of their good ways .,They may have failed the test life threw at them .,They may have taken things harder than they should have .,1
3UV0D2KX1MHEDX0S5DH9XHLU5EYF4E##3JBT3HLQF909TRB5UC96SR8VLWPPZ2##A1VL7507UONPX0##Blog_1446260##q1_a1##3EN4YVUOUE60AQ95SCMZ1OYSKPNXJB,"It replaced drawing as my hobby . My life turned 180 degrees , as much as I began to enter the stage of adolescence . Unconsciously , I left drawing behind . It became only a part of my past . Sketch pads and oil pastels were the things that surrounded me before .",What happened after adolescence ?,She learned a new hobby using her past . Aspirin,Drawing became instinctual .,She started to like boys .,She learned how to paint .,2
3WRBLBQ2GR63S9EMXW0P3ZVTPDXG05##3GM6G9ZBKOV7MC5TW4SWPZDJVDYMTT##A2JY56TZCEPK3J##Blog_1521311##q1_a2##3Y40HMYLL3W9O6KZ4BQD8Q7311OUXZ,"But I miss those days now , when I walk by the spot of pavement where we all sat , near the window of the girl 's house , since her parents would n't let her go anywhere . I used to write novels for her . It was easy , I only had to write down what was going on in my imagination .",What may happen after sitting on the pavement ?,I would write my thoughts down .,We would all talk together .,We would all stay home .,None of the above choices .,0
3KLL7H3EGDZXL6ADKZ6W9SXKY7OHVU##3IQ1VMJRYUIN0WNQ1VXAP8H77IUA97##A11LSO6D7BMY99##Blog_989552##q1_a1##3MQY1YVHS5YTRR8WGVOPDALJZ8ZB29,But I met him . Devin . I ended up agreeing to go out with him and I wore a little khaki skirt for our first date and I called him every night and I played out the relationship like it was 1958 and our parents were always in the other room . I do n't know why it lasted as long as it did .,What happened after my first date with Devin ?,We continued to date and were in a relationship for a long time .,None of the above choices .,We only dated while my parents were home and in the same room with us .,We continued to date all through 1958 .,0
3FTID4TN8LWGBWO8GV8E8JULWO0YLT##3IAS3U3I0GEHJM7JM0IRAWTZGJTB2A##ARB80JPV0HQ5O##Blog_123170##q1_a1##30QQTY5GMKI0F2F120AFMT676J0U75,"So I did . Then , at the bottom of the Coquihalla Highway , there was an East Indian fellow who got out of his truck scratching his head at the great plumes of smoke billowing out from the wheels of his trailer . Looks like he got an expensive lesson on why you 're not supposed to ride the brakes going down a hill .. I do n't feel sorry for him , but I am very glad nobody was hurt ... The rest of the trip to Van went without incident .",What may the Indian fellow have done after seeing the smoke ?,He may have gotten in his car and drove it back home .,He may have used a fire hose to clear out the cars smoke .,None of the above choices .,He may have moved his truck to the side of the road .,3
334ZEL5JX6DRLVFWUHWHIEAEAULSOA##3DR23U6WE6C9AODGF64DCR8AIISTE6##AKVDY8OXNMQED##Blog_123170##q2_a1##375VSR8FVW7RJKTQH17T82CM9AFZRY,"So , this last Monday , I was supposed to recieve a phone call from my good friend Winterlion . I sat around all day , waiting for him to call . About 7 pm , I called him up to ask what 's going down ... His reply : "" I thought you were supposed to call me ! ! "" Umm ... No . But ..",What occured before the call ?,I kept busy thinking of Winterlion .,I called Winterlion .,None of the above choices .,I visited Winterlion .,2
3VLL1PIENS23GW0H972P65VPQQXOZX##33OOO72IVK098FS93CAIE1WG66JTCB##A3EYR69AQ6D76I##Blog_1115138##q1_a1##3KTZHH2ONKT0WXEIN1NZ1H9GXF68MP,Work 's been going well too been reading through globs of documentation and got a congrats on the job I ' m doing well with the new application we picked up there . Also my priest is set pvp gear wise so I can be a lazy bum there . I believe that 's about it honestly I ' m not playing warcraft all that much but still doing a good bit of research on it from time to time . Similar to the same deal as RO I would like to do some of the crazy stuff in the game but the time investment is far beyond me to every want to sink that much time into it . I ' ve been tempted to get back into an Asian old school mmo just undecided if I really want to or not ... but will wait and see I suppose .,What may have happened if work had not been going well ?,He may have gotten into an Asian old school mmo .,None of the above choices .,He may not be playing warcraft all that much .,He may have spent more time doing other activities .,3
3VLL1PIENS23GW0H972P65VPQQXOZX##33OOO72IVK098FS93CAIE1WG66JTCB##A3EYR69AQ6D76I##Blog_1115138##q2_a1##39WICJI5AV6EU77VQ9IXI2XEWXW3Z9,Work 's been going well too been reading through globs of documentation and got a congrats on the job I ' m doing well with the new application we picked up there . Also my priest is set pvp gear wise so I can be a lazy bum there . I believe that 's about it honestly I ' m not playing warcraft all that much but still doing a good bit of research on it from time to time . Similar to the same deal as RO I would like to do some of the crazy stuff in the game but the time investment is far beyond me to every want to sink that much time into it . I ' ve been tempted to get back into an Asian old school mmo just undecided if I really want to or not ... but will wait and see I suppose .,What may have happened if he had done crazy stuff in RO ?,None of the above choices .,He my not have played warcraft as much .,He may have put in more time than he wanted to .,He may have picked up the new application .,2
31ODACBENUDU67SC9UOL7J5EQX6QSO##3A7Y0R2P2PMO2L8SYHG1YA6855JJXE##A3UQ88DE7J0HKL##Blog_328869##q2_a1##3SMIWMMK63JUZ6F9U6UR67TWS5NUWN,"As I ' m sitting in my car in the parking lot , my brother calls me and he 's totally distressed . He says ( as far as I could understand at the time ) "" Dad died "" . I asked him to repeat and he said again , Dad died in a car accident . I ' m thinking to myself : What ?",What will probably happen next after Dad dies ?,My brother and I will be relieved,None of the above choices .,There will be a funeral,He will come back to life,2
37VUR2VJ6C35CBI6BRK6JBHWP231C1##3IO1LGZLKCC1UERKQNMK158J0WP86T##A2WPPQC8S3ICVZ##Blog_135242##q2_a1##3X52SWXE0ZJYDCY98F9RC17RMSZCWR,"We ended up pulling off at Corbin ( home of the inventor of Kentucky Fried Chicken ! ) just as the sirens were going off . We never saw a tornado , and the rain slacked off soon afterwards . So an 8 hour trip turned into a 10 hour ordeal .",What may have happened if we did not leave then ?,We would have made it in time .,We would have tasted Kentucky Fried Chicken .,We would have seen the tornado .,We would have spent 10 hours there .,2
3KWGG5KP6J0NEB5OKFR4B5HRUSRMC5##3KMS4QQVK3O2DJNPG8ARTI6EFHKKF3##A2JY56TZCEPK3J##Blog_109475##q1_a1##3GL25Y68458QBYFQV9ZRHGQ9OJIMX4,"Man it ran great . But alas , they broke in my house , and I walked in after work , and the first thing I noticed , my computer was gone . Yup , they stole it , my beautiful piece of machinery .",What may happen after noticing there was a breakin ?,None of the above choices .,I notice that my computer was stolen .,I call the police to investigate .,I call my family to let them know what happened .,1
35O6H0UNLSECEIQO28R4H7J0YG9J5N##3YW4XOSQKRJPQ0YT3NZ8A3BIGPYU1Q##A2JY56TZCEPK3J##Blog_725777##q1_a1##3FBEFUUYRMJCQIM5XJ0W8CIPXXXA6F,"Finally I resorted to DEET.Side note : Yes , I realize that spraying DEET on my skin is worse than eating non - organic produce , but seriously ... mosquitoes . That evening , we roasted hot dogs and were treated to a crystal clear , moonless sky . The sheer number of stars peppering the sky was dizzying . We could see constellations , the Milky Way , even satellites crossing above . We woke up bright and early on Saturday and , after breakfast , headed on a Chad Dawson Hike . Side note : I may have explained this before , but Chad does everything at Mach 10 .",What may happen after spraying deet onto my skin ?,I may get an allergic reaction from applying the deet .,It will repel the mosquitos from biting me .,I may forget to apply the deet to my skin ..,There will be no more deet for others to apply it .,1
3QHITW7OYO7Q6B6ISU2UMJB84Q3AQE##3URFVVM166GMLWJ1BY802XVUTC5UZP##AS5X6GRDJKWG3##Blog_624600##q2_a1##3PN6H8C9R64BBR1K768AEISHEKIAD7,"This was the least awful day at sea . I did n't have to go lie down because I was sick even once . In the afternoon , the magician from earlier did an escape - artist act in the pool on deck . That was kind of neat , although the sides of the pool blocked the view so we could n't see the actual escaping part . The evening entertainment was a couple of contortionist / acrobats who have performed with Cirque du Soleil before , Ilya and Valerie . That was an unexpected kind of show .",What may happen after this situation ?,They will try to enjoy their cruise .,They will want to get off the ship .,None of the above choices .,They will not go on a cruise again .,0
3SZYX62S5IEYOCOTLXE76F2ZZ2G75K##3QIYRE09Y6WRQZDRQJZMO67XELX1N8##A32W24TWSWXW##Blog_1012379##q1_a1##3XEIP58NL21VABXKWFMXEORVWJMLZ4,One day will win 5 trillion dollars and will move there . 5 ) Discovered that I am not a skin covered robot and do possess all the pink squishy bits that humans do . 6 ) Picked a career plan .,"If I decide to move , what will be the main reason ?",I will win a huge amount of money .,None of the above choices .,I will have picked a career plan that lasts .,I will be able to get rid of all my squishy bits .,0
3G57RS03HH3C8MSGVNLCIQXJW9A25E##3OE22WJIGJMD74IAO2PNB4JQPRYQU6##AE861G0AY5RGT##Blog_466607##q1_a1##3538U0YQ1H88PQGVPXOQFAHWKQOF3F,"We have black bean quesadillas frequently , but rarely branch out to other variations , so I finally decided to be adventurous and try something slightly different . Using our same quesadilla filling ( sauteed onion , diced tomato , black beans ) I filled the tortilla and added some cheese ( Mexican blend and a little sharp cheddar was what I found as I excavated the fridge ) . Rolled up , doused with a can of enchilada sauce I found buried in the pantry , and sprinkled with the last of the cheddar cheese , they went into the oven briefly .",What did the narrator do with the enchiladas after she took them out of the oven ?,Served them to the waiting customers at their Mexican restaurant .,Took them to work and served them to their new branch manager .,The narrator served the enchiladas to her family to enjoy for dinner .,Put them in the garbage and rolled up the bag quickly to stop the smell from escaping .,2
3T5ZXGO9DG2618DXOKUTVAQP6EUQZX##3IO1LGZLKCC1UERKQNMK158JYOZ86L##A3PPLDHC3CG0YN##Blog_496714##q1_a1##34YWR3PJ2AOT8K8J64CTJJJWLOS0XY,The winning photo of the night ... . When all was said and done he picked out quite the outfit to model for all of us . We all laughed and then quickly found him something else to wear to the store .,What may have happened before they showed the final photo ?,They only showed one photo .,They showed photos of their vacation .,They only showed a photo of themselves .,They showed other photos before that .,3
3MNJFORX8B2W9G4SJI0J29R849MF59##30OG32W0SV9BFB8WIAI13S2ITYGENW##A3VVR8NR3ED04C##Blog_957859##q2_a1##3SCKNODZ0XENKCVS5ZYT8YEDYKEN77,"But we were talking to one of the brothers from a car and trying to score backstage passes . And we were all "" But this is Britney Spears , ca n't she get backstage ? "" I do n't really know if we got in or not , but just the fact that we wanted to weirds me out . Her mom kept texting and calling to make sure she was ok , and in the dream her mom 's name was Kate .",What will happen after the telling of this narrative ?,None of the above choices .,The narrator will go backstage .,The narrator will stay asleep .,The narrator will come to consciousness .,3
3QXFBUZ4ZKEJ8VQ2V3E9S6J0521UGM##3ATTHHXXWBMS7AOMGZV1M9R8R2OIXI##A2Q3FS9G8ITCN7##Blog_825958##q2_a1##3D4BBDG7ZJA1MEWLYVYP74WTN6GC37,"He was n't holding me in a way that told me he wanted something more out of the evening . To put it simply , it was romantic , sweet and protective . I do n't remember being held like this before , by anyone . And at the moment , I never wanted to be held like this by anyone else .",What will happen after this night ?,I realize this wo n't work long - term .,I will go on another date with him .,None of the above choices .,I will not want anything more from him .,1
3QXFBUZ4ZKEJ8VQ2V3E9S6J0521UGM##3ATTHHXXWBMS7AOMGZV1M9R8R2OIXI##A2Q3FS9G8ITCN7##Blog_825958##q2_a1##32W3UF2EZQZM4AFPY938H9OZ16CC4S,"He was n't holding me in a way that told me he wanted something more out of the evening . To put it simply , it was romantic , sweet and protective . I do n't remember being held like this before , by anyone . And at the moment , I never wanted to be held like this by anyone else .",What will happen after this night ?,I will not want anything more from him .,I realize this wo n't work long - term .,We will begin a long - term relationship .,None of the above choices .,2
3XDSWAMB246TTF2NW6ALKCP4X5CQCK##3D4CH1LGED835CZ07S1KDSGJDBXG94##AGTKQI9PCODC5##Blog_252610##q2_a1##3538U0YQ1H88PQGVPXOQFAHWKXLF3Q,It was quite beautiful inside . The church is mostly made of sandstone which is different from lots of other churches in the area . It requires a lot of maintenance since the weather causes pieces to crack from time to time .,What would happen if they stopped the maintenance on sandstone pieces ?,They would have to use a different material than sandstone for the pieces .,They would fall off the church because of the weather .,None of the above choices .,They would have to close the church when there is bad weather .,1
3ZG552ORAM2T6G7V1E3PMORI92Y2VH##34FNN24DCN75VRJHEBY9GEUCP6SY5F##A1VYRD3HO2WDUN##Blog_1275847##q2_a1##3OPLMF3EU711TMJ1TRB3J1KMM5MNLX,"Oh , I have to admit , another highlight is having the pool to ourselves for an hour after closing time , if we wanna go for a swim or anything . I normally use this to my advantage . There 's just something about taking a swim in a deserted pool , after closing time , completely alone in calm , non - crowded water . It clears my head , and means that I can sleep easy when I get home . There 's always a lot of things going on inside my mind .",What may not happen before I get home ?,I may not go home early .,I may not see any scantily clad ladies .,There may not be towels in sight .,None of the above choices .,0
38XPGNCKHTY39UMI5SMDF3OGT424VZ##3Z3ZLGNNSJST8A5R9ITMOVTQBLL3QV##A2JY56TZCEPK3J##Blog_1039709##q1_a1##3AXFSPQOYSCJA4IKSIGDVHYLGGUJF1,"Looking at it like this though , if these things going in to me were necessary to sorting out whatever the hell was growing in my back , then I was all for it . I hated the cannula in me . I felt better for getting some sugar , but my throat felt so dry from not drinking and I could feel the IV tube pulling the cannula which was making me feel awful .",What may happen after the cannula is in me ?,None of the above choices .,May be optimistic about it .,May get upset .,May be happy about it it .,2
3QMELQS6Y7P4PZ8MZUMI3270YI16R0##386CSBG1O2170IRGCH3KNWTJUCK6QV##A31M81P0W93QF3##Blog_1155557##q2_a1##3ZLW647WAN9OOW4J129JVRN8C8U234,"I make a very poor companion tonight . I must apologize for burdening you with my bad temper - perhaps it would be better if I take myself off at once . "" "" I have not - not offended you somehow , have I ? "" she asked in a trembling voice .",What may I do if he was offended ?,None of the above choices .,I will apologise and probably leave .,I will accuse him for being a bad friend .,I will shout at him for being offended .,1
3LCXHSGDLVKK3T1EK15L5048Y9EES0##3PJ71Z61R7H61X9XP9GH65CD59A19P##AS5X6GRDJKWG3##Blog_1490065##q2_a1##3XT3KXP241CRW05397S9PA68A4O6IZ,"Missed today because I forgot , because I was supposed to go to my internship today to make up for the day I called in sick , and ended up calling in sick today . Part of it was because I was being unrealistic when I thought I could work today in regards to getting to class , and I missed these classes last week . And part was that for some reason last night my feet got all swollen and itchy and it hurt to walk .",What may happen after they did this ?,None of the above choices .,They will rest their feet for the day .,They will make up their absent work days .,They will apologize to their job .,1
3P4C70TRMTVVJU2F6NY8THBPKAZGLE##339ANSOTR8H1IZOM1DSCOD7F0RIKIQ##A1VR49TB3Q4BV8##Blog_985637##q1_a1##33J5JKFMK8C5GF643DZKR9LARRW3QU,"I cringe , realizing the warlocks are there to SoC basically everything thanks to the paladin tank . I spend the entire run quiet , assuming their laughing at me because my dps sucks . A few pulls before the third boss , that lame 5 's team , the warlock pips up , "" Shav , you 're a really good hunter , you know that ? Its rare to find one , even with your gear level , as good as you are , man / woman . """,How did I feel after I heard what the warlock said ?,I did n't like what I heard .,I enjoyed the compliment to my skill level .,I dislike what he said .,None of the above choices .,1
3EHVO81VN5JHZUUFDLM724Q49OG1HU##35USIKEBNSE72WFHCSZ3R4A5IFJ6NU##AS5X6GRDJKWG3##Blog_948422##q2_a1##3IKDQS3DQGEGCHE4JY5CBAYI6ZAICW,"Everyone was raving about it , but I failed to jump on that bandwagon . I did the Spring / Summer pre - order this year and loved it all . Well for Fall , I did my pre - order in June . You get 20 % and free shipping / free returns if you do the pre - order . Well I finally received the last bit of my order last week .",What may happen after they receive their pre - order ?,They will pay for their full order .,They will put their items to use .,None of the above choices .,They will do the pre - order again .,1
3EHVO81VN5JHZUUFDLM724Q49OG1HU##35USIKEBNSE72WFHCSZ3R4A5IFJ6NU##AS5X6GRDJKWG3##Blog_948422##q2_a1##3N3WJQXELU4540U878DJRDHOBCRL24,"Everyone was raving about it , but I failed to jump on that bandwagon . I did the Spring / Summer pre - order this year and loved it all . Well for Fall , I did my pre - order in June . You get 20 % and free shipping / free returns if you do the pre - order . Well I finally received the last bit of my order last week .",What may happen after they receive their pre - order ?,They will leave a review on the items .,They will do the pre - order again .,None of the above choices .,They will pay for their full order .,0
3UUSLRKAUNHTSP3M03WQ4RQRDOED79##3LRLIPTPETOMCH5OPP0Z7FJWRELAKE##A2RUHO7I7Y4XFA##Blog_665487##q1_a1##3MIVREZQVJCBCDEBOJRJ8V2D30QKQ7,"I pray that God holds her in his hands and takes care of her . Mostly , I pray for me , because I know that she is safe with him . She delights in the knowledge that "" God is in my heart . "" On the other hand , I need to learn to trust in him .",What might happen after you pray ?,I will pray that God takes care of her .,None of the above choices .,I will try to learn to trust in God,I will know she is safe with me .,2
3EFNPKWBMSM2YX2Y2HT5K56KL8T03I##3SNVL38CI5QVA73FP6KQLCLBILFKCD##A34QZDSTKZ3JO9##Blog_85623##q1_a2##32204AGAADQTXYJPF2JA1PII43RGHT,"I thought I would break this into bite size morsels ... haha hoo - hoo etc , Bitesize - ' Cakes ' . I -AM- hilarity personified ... Oh yes sir ... So , we 'd agreed Saturday to be our next meeting and that if it was fine weather we would go for a walk on Devils Dyke near Reach and if not to mine to watch Dvds of his bringing . As it turns out the weather , as so often it is in dear blighty , was neither here nor there .",What would happen if the weather was n't bad ?,They would go to the beach .,They would go for a drive .,None of the above choices .,They would go for a stroll .,3
3EFNPKWBMSM2YX2Y2HT5K56KL8T03I##3SNVL38CI5QVA73FP6KQLCLBILFKCD##A34QZDSTKZ3JO9##Blog_85623##q1_a1##3ZQX1VYFTFJOW0ZU0H2CTLYLS6SO89,"I thought I would break this into bite size morsels ... haha hoo - hoo etc , Bitesize - ' Cakes ' . I -AM- hilarity personified ... Oh yes sir ... So , we 'd agreed Saturday to be our next meeting and that if it was fine weather we would go for a walk on Devils Dyke near Reach and if not to mine to watch Dvds of his bringing . As it turns out the weather , as so often it is in dear blighty , was neither here nor there .",What would happen if the weather was n't bad ?,They would go for a drive .,They would play a game .,None of the above choices .,They would go to the beach .,2
3URJ6VVYUPL8JADL4G0ZKBU8X964OU##3KJYX6QCMA9WYW3XY2FJAP9NNQYJVO##A3EYR69AQ6D76I##Blog_530042##q2_a1##30EV7DWJTX9DM0K8DPECBY0W0MI6YZ,Today I got my six month chip ! I am really excited about it and very happy . Just finished the patio decorating . The downstairs is coming together really well too .,What would happen if he did not receive his six month chip ?,None of the above choices .,The patio would come along .,He would finish the downstairs .,He would be happy and excited .,0
3XDSWAMB246TTF2NW6ALKCP4XCRCQZ##3FPRZHYEP1M0870FFEZWMGG71Y7V3O##A2KAGFQU28JY43##Blog_1052398##q1_a1##3BCRDCM0OF8I2VVR9ADL2QLM3Z26KK,"It was beautiful sunny days right from the morning , and somehow it cheers me up . I did n't go out , anyway . I was too lazy and what I did this weekend was only sitting at home , relaxing . And it surely is the best thing to do when you are too occupied with tons of work in the office . Did you watch Grey 's Anatomy ?",What contributed to the author 's spirit being lifted ?,The weather being nice and warm all day long .,She did n't have to sit at home alone all day by herself .,None of the above choices .,She was able to take work from the office home with her to complete rather than being stuck in the office on such a sunny day .,0
37YYO3NWHF4PZES4RO9Q070NTH8CCG##3TPZPLC3M3RN3N3JT2QXGORPDDC3PL##A1E7H04DK5HXDL##Blog_790745##q1_a1##371Q3BEXDJNIEOSAGOJYQA5QOG8ZSG,I have also been job hunting .... that is draining in itself . But I plan to apply for a call center job tomorrow . This company needs 100 people for a week long project . I figure at the least it will be easy money if they hire me .,What might have happened before they wrote this message ?,They needed 100 people for a project,They were job hunting and are talking to someone about how it 's going,None of the above choices .,They applied to a call center,1
3ZVPAMTJWPH6MSXSB7V4FTKOQ2NRGE##3VD82FOHKT3TVNN17VOJKRQT6LQOCH##AS5X6GRDJKWG3##Blog_10702##q2_a1##3S37Y8CWIAEVI8LUF039T3V2TS6W49,It 's happening ! My training wheels are off . NOW is the time and i ' m going to embrace it . I ' m going to really step into it/ step it up yet another level .,What will happen after they removed their training wheels ?,They will ride their bike on their own .,They will ride their bike with their friends .,They will wear a helmet and ride their bike .,None of the above choices .,0
3ZVPAMTJWPH6MSXSB7V4FTKOQ2NRGE##3VD82FOHKT3TVNN17VOJKRQT6LQOCH##AS5X6GRDJKWG3##Blog_10702##q2_a1##3WGZLY9VCJ0XS385A8OWIRMMOYX8DK,It 's happening ! My training wheels are off . NOW is the time and i ' m going to embrace it . I ' m going to really step into it/ step it up yet another level .,What will happen after they removed their training wheels ?,They will ride their bike with their friends .,They will take their bike on a ride .,They will wear a helmet and ride their bike .,None of the above choices .,1
3ACRLU860NC6SIL5PH7QND6031GBE6##3ATTHHXXWBMS7AOMGZV1M9R8R6EXIV##A11LSO6D7BMY99##Blog_483151##q2_a1##3PZDSVZ3J7V5VECGNZCMXKIB0ARN4M,"hey , I ' m selling my K2 Satellite Snowboard with Lamar Bindings and Airwalk Boots and Scott Goggles . The snowboard is in excellent shape and has only been used two times per winter for the last 3 years , so about 6 - 7 times total . The boots are older and decently worn but still in alright shape .",What might happen if the owner does NOT sell the snowboard equipment ?,The boots will be too worn out to sell .,They will only get to use the board 2 times in the next winter season .,None of the above choices .,The snowboard will no longer be in excellent condition .,2
3SU800BH886PF9JNIXVLEIBA49VUQI##3ZDAD0O1T4SXBD34U865SEHQAY1XTY##AEZ8HFKNK24Q3##Blog_77777##q2_a1##3MDWE879UJG4RBTV1434NXTX5S8B9S,"One of the best meals I had was with my girlfriend on the edge of a beach . We had pulled over to admire the view and eat lunch . The sea was edged in bright green seaweed and fish all over , a local Omani fisherman was talking with us and went out with his throw net and from his first throw came back with 20 or more nice sized fish , he gave us some , which we cooked in foil and mixed in some spices and potatoes , beans , some lemon , mixed dried fruit and apple , fried seaweed separate . It was perfect all - round from the feeling , smell , the taste and the view .",What may happen before we pulled over on to the beach ?,We went to the store to buy supplies to cook on the beach .,We removed spices and seasoning from my car since we did not plan to cook on the beach .,We made a reservation at a restaurant by the beach .,None of the above choices .,0
3SU800BH886PF9JNIXVLEIBA49VUQI##3ZDAD0O1T4SXBD34U865SEHQAY1XTY##AEZ8HFKNK24Q3##Blog_77777##q2_a1##32FESTC2NJ4LL894DFUQUDMT0YHUC8,"One of the best meals I had was with my girlfriend on the edge of a beach . We had pulled over to admire the view and eat lunch . The sea was edged in bright green seaweed and fish all over , a local Omani fisherman was talking with us and went out with his throw net and from his first throw came back with 20 or more nice sized fish , he gave us some , which we cooked in foil and mixed in some spices and potatoes , beans , some lemon , mixed dried fruit and apple , fried seaweed separate . It was perfect all - round from the feeling , smell , the taste and the view .",What may happen before we pulled over on to the beach ?,None of the above choices .,We packed cooking gear and snacks into the car .,We made a reservation at a restaurant by the beach .,We removed spices and seasoning from my car since we did not plan to cook on the beach .,1
3DFYDSXB2YE8TMFAN7BCHHZOQE3JUG##3A9AA95ATZ1QH2QN7LEQVLP9SQ05P9##A39SK1E6IMQBD5##Blog_1447414##q1_a1##3VGET1QSZ2DS1V3DHY1GWFFCK32W7H,"He comes after her and bites her , beginning to drink from her . He makes Kei watch him sire her . She lays there , near death , but comes to and kills him before he can finish him off .",What may happen after Kei kills him ?,None of the above choices .,Kei 's friend will begin to drink from her .,Kei 's friend will come after her .,Kei 's friend will be saved .,3
32K26U12DNMG9Q5BY3N6I7IM6TNVDJ##35USIKEBNSE72WFHCSZ3R4A5ILR6NE##AE861G0AY5RGT##Blog_182349##q1_a1##30EMX9PEVMXNPTTOGNGO3VHDK4PKS3,"They gave me some ativan before the procedure , and some mild sedation during ... and honestly , if I could be sedated EVERY time the put a PICC in , oh man , that 'd be awesome . HOWEVER , I realized why they did n't want me to eat later after coming too , because I felt nauseous sitting up for the x - rays , and later after sleeping off the rest of the sedative , puked pretty hard core after taking my evening pills with some ginger ale . I did n't end up eating anything at all until 10 pm , when I finally ate my dinner that had been sitting there since they brought it . ( It was just a salad , nothing too heavy ) .",What did the narrator do after they ate the salad ?,They took their evening pills and drank some ginger ale to settle their stomach .,They ate the next course after they finished the salad course,"The narrator returned to bed to finish recuperating , and wait for their stomach to settle .",None of the above choices .,2
